CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,General Knowledge,Social Science,Total,Test Rank,Group Rank,Percentage
2328,,,,,112,test,34,36,70,127,0,21.875
2329,,,,,112,test,36,37,73,124,0,22.812
2330,,,,,112,test,16,32,48,148,0,15
2331,,,,,112,test,84,52,136,64,0,42.5
2332,,,,,112,test,45,56,101,97,0,31.562
2333,,,,,112,test,89,49,138,62,0,43.125
2334,,,,,112,test,115,101,216,9,0,67.5
2335,,,,,112,test,75,75,150,51,0,46.875
2336,,,,,112,test,72,63,135,65,0,42.188
2337,,,,,112,test,77,51,128,71,0,40
2338,,,,,112,test,80,43,123,75,0,38.438
2339,,,,,112,test,67,108,175,32,0,54.688
2340,,,,,112,test,55,21,76,121,0,23.75
2341,,,,,112,test,70,39,109,89,0,34.062
2342,,,,,112,test,45,61,106,92,0,33.125
2343,,,,,112,test,20,12,32,161,0,10
2344,,,,,112,test,37,21,58,138,0,18.125
2345,,,,,112,test,45,37,82,116,0,25.625
2346,,,,,112,test,45,36,81,117,0,25.312
2347,,,,,112,test,75,71,146,54,0,45.625
2348,,,,,112,test,30,56,86,112,0,26.875
2349,,,,,112,test,90,56,146,54,0,45.625
2350,,,,,112,test,90,71,161,41,0,50.312
2351,,,,,112,test,36,26,62,135,0,19.375
2352,,,,,112,test,35,66,101,97,0,31.562
2353,,,,,112,test,105,80,185,25,0,57.812
2354,,,,,112,test,85,56,141,59,0,44.062
2355,,,,,112,test,25,31,56,140,0,17.5
2358,,,,,112,test,30,46,76,121,0,23.75
2360,,,,,112,test,40,26,66,131,0,20.625
2362,,,,,112,test,40,46,86,112,0,26.875
2366,,,,,112,test,74,110,184,26,0,57.5
2367,,,,,112,test,37,32,69,128,0,21.562
2368,,,,,112,test,65,101,166,38,0,51.875
2369,,,,,112,test,51,42,93,105,0,29.062
2372,,,,,112,test,85,77,162,40,0,50.625
2373,,,,,112,test,36,36,72,125,0,22.5
2374,,,,,112,test,50,41,91,107,0,28.438
2375,,,,,112,test,110,76,186,24,0,58.125
2376,,,,,112,test,61,21,82,116,0,25.625
2377,,,,,112,test,73,64,137,63,0,42.812
2378,,,,,112,test,-3,26,23,167,0,7.188
2379,,,,,112,test,40,26,66,131,0,20.625
2380,,,,,112,test,75,51,126,73,0,39.375
2381,,,,,112,test,30,29,59,137,0,18.438
2383,,,,,112,test,75,46,121,77,0,37.812
2386,,,,,112,test,86,71,157,45,0,49.062
2387,,,,,112,test,20,1,21,169,0,6.562
2391,,,,,112,test,45,46,91,107,0,28.438
2392,,,,,112,test,25,21,46,150,0,14.375
2395,,,,,112,test,70,51,121,77,0,37.812
2397,,,,,112,test,-10,17,7,178,0,2.188
2398,,,,,112,test,46,21,67,130,0,20.938
2399,,,,,112,test,41,6,47,149,0,14.688
2400,,,,,112,test,20,32,52,144,0,16.25
2403,,,,,112,test,5,21,26,165,0,8.125
2405,,,,,112,test,37,41,78,119,0,24.375
2406,,,,,112,test,92,82,174,33,0,54.375
2407,,,,,112,test,80,81,161,41,0,50.312
2408,,,,,112,test,65,61,126,73,0,39.375
2409,,,,,112,test,67,51,118,80,0,36.875
2410,,,,,112,test,30,36,66,131,0,20.625
2411,,,,,112,test,15,-5,10,177,0,3.125
2412,,,,,112,test,5,1,6,179,0,1.875
